"ID","Priority","Audience","Visible when","File","Line","Channel","Prints","Log text","Flagged terms","Why it confuses","Suggested text","Action","Brendan feedback","Decision"
"","Review","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","3592","LogWarning","","[WARN] Failed to write {0} sidecar for {1}: {2}","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","460","LogError","","[ERROR] Rescore resume: {0} of {1} run(s) still need re-scoring, but this process has no plan to do it - FirstPassFDR did not plan here, no worker bundle was supplied, and the per-run hydrate is unavailable. Continuing would write an output silently missing those runs.","hydrate; bundle/envelope; worker/fan-out/join","Flagged terms: hydrate; bundle/envelope; worker/fan-out/join"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","561","LogInfo","","Reconciliation rescore: {0} entries re-scored ({1} reconciliation actions executed)","entry/entries; use_cwt/forced/gap-fill/actions","Flagged terms: entry/entries; use_cwt/forced/gap-fill/actions"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","1487","LogInfo","","{0} of {1} existing entries re-scored ({2:F1}s)","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","1836","LogWarning","","[WARN] Reconciliation rescore: no input_files entry for {0} (skipping)","entry/entries; code identifier","Flagged terms: entry/entries; code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","1844","LogInfo","","{0} entries ({1} consensus, {2} reconciliation, {3} gap-fill, {4} unique after dedup)","entry/entries; use_cwt/forced/gap-fill/actions","Flagged terms: entry/entries; use_cwt/forced/gap-fill/actions"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","1911","LogWarning","","[WARN] Failed to remove stale reconciled parquet {0} after a failed write: {1}","byproduct/interned/parquet","Flagged terms: byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","2218","LogInfo","","Second-pass join: folding over {0} run(s), each rebuilt from its own artifacts and dropped (no all-runs survivor pool; {1} retained base_id(s) read once). {2} of {0} run(s) carry a current 2nd-pass sidecar and are rebuilt without opening any 1st-pass file.","sidecar; survivor/retained set; base_id; fold (verb); worker/fan-out/join","Flagged terms: sidecar; survivor/retained set; base_id; fold (verb); worker/fan-out/join"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","2781","LogInfo","","Second-pass join: folding over {0} run(s), each rebuilt from its own artifacts and dropped (no all-runs survivor pool). Decided at Stage 6, where the survivors were released.","survivor/retained set; fold (verb); Stage N; worker/fan-out/join","Flagged terms: survivor/retained set; fold (verb); Stage N; worker/fan-out/join"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","2979","ProgressReporter","","Rebuilding first-pass survivors from {0} file(s)...","code identifier","Flagged terms: code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","3400","LogInfo","","Gap-fill forced: {0} integrated ({1:F1}s)","use_cwt/forced/gap-fill/actions","Flagged terms: use_cwt/forced/gap-fill/actions"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileResumeDriver.cs","86","LogWarning","","[WARN] Failed to write {0} sidecar for {1}: {2}","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","323","LogInfo","","Scoring {0} files in parallel:","code identifier","Flagged terms: code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","325","LogInfo","","{0}. {1}","code identifier","Flagged terms: code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","417","ProgressReporter","","Loading scored entries from {0} file(s)...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","717","ProgressReporter","","Loading scored entries...","entry/entries; code identifier","Flagged terms: entry/entries; code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","767","LogError","","[ERROR] Resume rehydrate: {0} is missing the PIN feature columns -- it is not a valid Osprey scores parquet. Delete it and re-run so it is regenerated.","hydrate; byproduct/interned/parquet","Flagged terms: hydrate; byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","953","LogWarning","","[WARN] No scored entries found. Cannot perform FDR control.","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1111","LogInfo","","Full library: {0} entries ({1} targets + {2} decoys)","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1216","LogError","","[ERROR] decoys_in_library mode requested but no library entries match prefixes {0}. Check that the library actually contains decoys with one of these prefixes on a protein accession, or unset decoys_in_library so Osprey generates decoys.","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1258","LogInfo","","Library-decoy mode: manifest replaced protein_ids on {0} library entries (clean source-protein accessions from the manifest's `proteins` column)","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1270","LogInfo","","Library-decoy mode: manifest classified {0} additional library entries as decoys (their protein accessions lacked a decoy prefix)","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1306","LogError","","[ERROR] Library-decoy pairing failed: only {0:F1}% of decoys paired with a target (threshold: {1:F0}%). FDR estimates would be unreliable without proper target-decoy competition. Either supply a pairing manifest, ensure the library uses matching protein accessions with one of `decoy_prefixes` ({2}), or unset `decoys_in_library` so Osprey generates its own decoys.","competition","Flagged terms: competition"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1367","LogInfo","","Loading {0} per-file score parquet(s)","byproduct/interned/parquet","Flagged terms: byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1755","LogInfo","","Loading file {0}/{1}: {2} (from {3})","code identifier","Flagged terms: code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2038","LogError","","[ERROR] --input-scores hydration failed: {0}","hydrate","Flagged terms: hydrate"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2481","LogError","","[ERROR] Resume rehydrate: {0} has {1} stubs but {2} feature rows; cannot load valid-on-disk scores.","hydrate; stubs","Flagged terms: hydrate; stubs"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2485","LogWarning","","[WARN] Per-file resume: {0} has {1} stubs but {2} feature rows; will rescore.","stubs","Flagged terms: stubs"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2496","LogError","","[ERROR] Resume rehydrate: failed to load valid-on-disk scores from {0}: {1}","hydrate","Flagged terms: hydrate"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2750","LogInfo","","Wrote {0} scored entries to {1} ({2:F1}s)","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2813","LogInfo","","Scored {0} entries ({1} targets, {2} decoys) for {3}","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/ReconciledParquetWriter.cs","122","LogWarning","","[WARN] Stage 6 write-back: failed to transfer {0} -> {1}: {2}","Stage N","Flagged terms: Stage N"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/ReconciledParquetWriter.cs","131","LogInfo","","Wrote reconciled parquet for {0}: {1} rows ({2} replaced + {3} appended; original {4} rows)","byproduct/interned/parquet","Flagged terms: byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","1207","LogWarning","","[WARN] (No entries pass FDR threshold. Creating empty blib.)","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","1236","LogInfo","","Wrote {0} library spectra to {1} (from {2} passing entries)","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","1355","ProgressReporter","","Collecting passing entries over {0} file(s)...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","1404","ProgressReporter","","Collecting best experiment q per precursor over {0} entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","1442","ProgressReporter","","Resolving shared peak boundaries over {0} entries...","entry/entries","Flagged terms: entry/entries"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey/AnalysisPipeline.cs","246","LogWarning","","[WARN] Failed to write {0} sidecar for {1}: {2}","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey/OspreyCommandArgs.cs","538","LogWarning","","[WARN] --decoy-pairing-manifest is set without --decoys-in-library; the manifest will NOT be consulted by the pipeline, but it still contributes to the search-parameter hash and will invalidate cached .scores.parquet files. Pass --decoys-in-library to actually enable library-decoy mode.","byproduct/interned/parquet","Flagged terms: byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey/Program.cs","280","LogInfo","","Input files: {0}","code identifier","Flagged terms: code identifier"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey/Program.cs","297","LogInfo","","(Output: per-file .scores.parquet (next to each input file))","byproduct/interned/parquet","Flagged terms: byproduct/interned/parquet"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey/Program.cs","322","LogWarning","","[WARN] OSPREY_EXPERIMENT_AGG was set to an unrecognized value; using the default '{0}'. Recognized values: '{0}', or '{1}<N>' with N in [2, {2}] (e.g. '{1}2').","OSPREY_* env var","Flagged terms: OSPREY_* env var"," ","apply glossary renames","",""
"","Review","user","default (every run)","Osprey/Program.cs","442","LogError","","[ERROR] {to}describe (no analysis-wide 1st-pass experiment sidecar beside the output). Run the analysis at least as far as FirstPassFDR first.","sidecar","Flagged terms: sidecar"," ","apply glossary renames","",""
"A14","Keep","user","default (every run)","Osprey/AnalysisPipeline.cs","99","LogInfo","once per task","[TASK] {0}:skipping (outputs valid)","","Decided: keep as is. The names are the --task argument values documented in the CLI help and have value to a user learning the HPC split. Parsed by ai/scripts/perfviz.py and asserted by regression.ps1.","(as is)","keep (decided 2026-09-09)","",""
"A14","Keep","user","default (every run)","Osprey/AnalysisPipeline.cs","183","LogInfo","once per task","[TASK] {0}:starting","","Decided: keep as is. The names are the --task argument values documented in the CLI help and have value to a user learning the HPC split. Parsed by ai/scripts/perfviz.py and asserted by regression.ps1.","(as is)","keep (decided 2026-09-09)","",""
"A14","Keep","user","default (every run)","Osprey/AnalysisPipeline.cs","191","LogInfo","once per task","[TASK] {0}:done ({1:F1}s)","","Decided: keep as is. The names are the --task argument values documented in the CLI help and have value to a user learning the HPC split. Parsed by ai/scripts/perfviz.py and asserted by regression.ps1.","(as is)","keep (decided 2026-09-09)","",""
"B1","Keep","user","default (every run)","Osprey.Core/FileParallelism.cs","217","logDelegate","startup","File parallelism: {0} (auto: {1:F1} GB free x {2:P0} / ~{3:F1} GB est per file -> {4} by RAM, capped to {5} cores / {6} files)","","User-relevant; could drop the arithmetic.","File parallelism: 4 of 82 files at once, limited by 62 GB free RAM.","keep; optional simplification","",""
"B1","Keep","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2130","LogInfo","only with OSPREY_PASS2_VERIFY_WORKER","Second-pass worker verification ACTIVE (OSPREY_PASS2_VERIFY_WORKER): recomputing the per-file competition for {0} file(s) to assert the worker's answer ({1} of them have one). This re-reads each 1st-pass sidecar; it is a test instrument and is off by default.","sidecar; competition; worker/fan-out/join; OSPREY_* env var","Env-gated test instrument.","(as is)","keep","",""
"B1","Keep","user","default (every run)","Osprey/Program.cs","260","LogInfo","startup","{0} of {1} input(s) are absent but have a spectra cache; reading those from the cache.","code identifier","User-relevant.","(as is)","keep","",""
"","Keep","user","default (every run)","Osprey.Core/FileParallelism.cs","141","logDelegate","","File parallelism: {0} (explicit --parallel-files, {1} files)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Core/FileParallelism.cs","166","logDelegate","","File parallelism: 1 (sequential default; pass --parallel-files to score {0} files concurrently)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Core/FileParallelism.cs","208","logDelegate","","File parallelism: {0} (auto, CPU-bound: {1} cores, {2} files; memory estimate unavailable)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Core/OspreyOutput.cs","137","OutWriteLine","","(format, args)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Core/ProgressReporter.cs","212","OutWriteLine","","({0} {1}%, _indent, percent)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Core/ProgressReporter.cs","229","OutWriteLine","","{0} {1:0.00}% ({2:N0}/{3:N0}, {4} elapsed)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Core/ProgressReporter.cs","259","OutWriteLine","","({0} 100%, _indent)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Core/ProgressReporter.cs","274","OutWriteLine","","({0}{1}..., _indent, _activity)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/PercolatorEngine.cs","172","LogInfo","","{0} Percolator results: {1} targets, {2} decoys pass {3:P1} FDR","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/PercolatorEngine.cs","455","LogInfo","","{0}: {1} targets pass (FDR={2:F4}, {3} target wins, {4} decoy wins)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/PercolatorEngine.cs","913","ProgressReporter","","Loading training-subset feature vectors from {0} file(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/PercolatorQValues.cs","946","ProgressReporter","","(activity, reportTotal)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/PercolatorScorer.cs","698","ProgressReporter","","Streaming first-pass ingest from {0} file(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/PercolatorScorer.cs","862","LogInfo","","[TRAIN] Ignoring the persisted 1st-pass model: it carries {0} features and this run scores {1}. Training a fresh model.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/PercolatorScorer.cs","880","ProgressReporter","","Loading training-subset feature vectors from {0} file(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/PercolatorTrainer.cs","610","OutWriteLine","","subsample {3}, colsample {4}, lambda {5}, alpha {6}, gamma {7}, min child weight {8}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/PercolatorTrainer.cs","712","OutWriteLine","","( Percolator iteration {0} of {1} ({2:F1}% of training targets at {3:P0} FDR), iteration + 1, _maxIterations, pct, _trainFdr)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/ProteinFdrEngine.cs","97","LogInfo","","First-pass protein FDR: {0} target groups at {1:P1} FDR","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/ProteinFdrEngine.cs","139","LogInfo","","Collected scores for {0} unique peptides","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/ProteinFdrEngine.cs","160","LogInfo","","Detected {0} unique peptides at {1:P1} experiment FDR ({2})","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/ProteinFdrEngine.cs","170","LogInfo","","Protein parsimony: {0} groups","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.FDR/ProteinFdrEngine.cs","188","LogInfo","","{0} protein groups pass {1:P1} protein FDR","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.IO/DiannTsvLoader.cs","76","ProgressReporter","","Parsing {0}...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.IO/LibraryLoader.cs","127","LogInfo","","Library cache '{0}' was built from a different version of the source library; ignoring the stale cache and rebuilding from source.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.IO/LibraryLoader.cs","135","LogWarning","","[WARN] Failed to load library cache: {0}. Falling back to source.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.IO/LibraryLoader.cs","141","LogInfo","","Loading spectral library from {0}...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.IO/LibraryLoader.cs","199","LogWarning","","[WARN] Failed to save library cache: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.IO/MzmlReader.cs","109","ProgressReporter","","Reading {0}...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.IO/SpectraCache.cs","182","ProgressReporter","","Writing spectra cache...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.IO/VendorRawReader.cs","107","ProgressReporter","","Reading {0}...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Scoring/DecoyGenerator.cs","322","LogInfo","","Generated {0} decoys from {1} targets ({2} excluded due to collisions)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Scoring/ScoringPipeline.cs","140","LogInfo","","Coelution search RT tolerance: {0:F2} min (3*MAD*1.4826, MAD={1:F3}{2}) from .calibration.json from cal stats","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Scoring/ScoringPipeline.cs","168","LogInfo","","Coelution search using calibrated fragment tolerance: {0:F4} {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Scoring/ScoringPipeline.cs","177","LogInfo","","Applying MS2 calibration: mean error = {0:F4} {1} -> correcting by {2:+F4;-F4;0} {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Scoring/ScoringPipeline.cs","226","ProgressReporter","","{0} isolation windowsScoring...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/BlibOutputWriter.cs","181","ProgressReporter","","Compressing {0} library spectra for the blib...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/BlibOutputWriter.cs","232","ProgressReporter","","Writing {0} spectra to the blib...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/BlibOutputWriter.cs","372","ProgressReporter","","Writing {0} retention-time rows to the blib...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","240","LogInfo","","(Running RT calibration...)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","310","LogInfo","","RT mapping: slope={0:F4}, intercept={1:F4}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","430","LogWarning","","[WARN] (No calibration matches could be scored in pass 1.)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","451","LogWarning","","[WARN] Calibration attempt {0} found only {1} confident peptides (need {2}). Retrying with {3} targets...ALL{0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","472","LogWarning","","[WARN] Insufficient calibration points after {0} attempt(s): {1} < {2} minimum for a fit.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","475","LogWarning","","[WARN] (Calibration pass 1 failed. Using fallback tolerance.)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","485","LogWarning","","[WARN] Calibration: Using {0} peptides (below target of {1} but above minimum of {2})","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","500","LogWarning","","[WARN] Calibration: {0} points span too little of the library RT range to determine a slope. Using fallback tolerance.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","520","LogWarning","","[WARN] {RT}range mapping. Using fallback tolerance.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","528","LogWarning","","[WARN] (Calibration pass 1 failed. Using fallback tolerance.)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","665","LogInfo","","Refined calibration not better (R^2 {0:F4} vs {1:F4}), keeping original","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","671","LogInfo","","Refinement pass: insufficient points (need {0}), keeping original calibration","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","691","LogWarning","","[WARN] (Calibration retry loop exited without a result. Using fallback tolerance.)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","918","LogWarning","","[WARN] (No calibration matches could be scored in pass 2.)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","934","LogWarning","","[WARN] Insufficient calibration points in pass 2 ({0} < {1}).","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","1165","LogInfo","","Calibration pass {0}: {1} RT calibration points (from {2} peptides at 1% FDR)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","1314","LogWarning","","[WARN] Calibration pass {0}: {1} points is below {2}; fitting a global linear calibration.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","1320","LogWarning","","[WARN] Calibration pass {0}: {1} points is below {2}; widening LOESS bandwidth {3:F2} -> {4:F2} to hold the local window near {5:F0} points.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","1375","LogWarning","","[WARN] RT calibration pass {0} failed: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Calibrator.cs","1570","ProgressReporter","","(Scoring calibration windows, entriesByWindow.Count, "" "")...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FdrProjectionSinks.cs","140","LogInfo","","{0} Percolator results: {1} targets, {2} decoys pass {3:P1} FDR","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","297","LogError","","[ERROR] --task ModelDiagnostics: could not build the report accumulator: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","306","LogError","","[ERROR] (retainedError)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","507","LogInfo","","(string.Empty)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","636","LogInfo","","(string.Empty)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1070","LogError","","[ERROR] (error)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1317","LogWarning","","[WARN] --model-diagnostics: could not build the report accumulator on this resume, so no report will be written. The search is unaffected. {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1577","LogWarning","","[WARN] CAL view: {0} of {1} file(s) have no captured calibration diagnostics and are omitted from the calibration report: [{2}],","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1695","LogInfo","","{0}: {1} precursors at {2:P1} run-level FDR","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1699","LogInfo","","Total: {0} precursors pass run-level FDR across all files","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1884","LogInfo","","(string.Empty)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1885","LogInfo","","Reconciliation planning","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","1968","LogError","","[ERROR] (ex.Message)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2113","LogWarning","","[WARN] Failed to write 1st-pass fdr_scores.bin for {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2161","LogWarning","","[WARN] Failed to write {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2275","LogWarning","","[WARN] Failed to write reconciliation.json for {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2498","LogWarning","","[WARN] FDR method {0} not yet supported, falling back to simple","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","2925","LogWarning","","[WARN] Failed to write 1st-pass fdr_scores.bin for {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3026","LogInfo","","resume-skip: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3232","LogInfo","","Resume: reusing the persisted 1st-pass model instead of retraining ({0} of {1} file(s) already scored).","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3239","LogInfo","","Resume: a current 1st-pass model is on disk but no file's scores are, so the model is retrained rather than adopted for a full re-score.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3320","LogInfo","","(string.Empty)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3536","ProgressReporter","","Reloading first-pass survivors from {0} file(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3548","LogError","","[ERROR] (error)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3590","LogInfo","","{0}: {1} precursors at {2:P1} run-level FDR","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3594","LogInfo","","Total: {0} precursors pass run-level FDR across all files","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3630","ProgressReporter","","Computing first-pass protein FDR ({0} files)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3658","ProgressReporter","","Resolving first-pass protein q-values ({0} files)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3681","LogWarning","","[WARN] Failed to resolve 1st-pass protein q-values for {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3729","LogError","","[ERROR] First-pass protein FDR: failed to read .1st-pass.fdr_scores.bin for {0} (expected at {1})","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/FirstPassFdrTask.cs","3809","ProgressReporter","","Compacting first-pass results ({0} files)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/OspreyReportWriter.cs","70","LogInfo","","(Skipping reports: no output path (-o) to derive report file names from.)","",""," ","keep","",""
